,City,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
345,Wilmington,US,1603627200,70.0,92,95,2.1,34.2257,-77.9447
93,Chokurdakh,RU,1603627200,8.17,91,6,11.92,70.6333,147.9167
186,Caravelas,BR,1603627200,74.08,91,100,8.03,-17.7125,-39.2481
359,Boulder,US,1603627200,13.24,91,95,3.29,40.0833,-105.3505
112,Lavrentiya,RU,1603627200,33.85,91,68,8.39,65.5833,-171.0
429,Boshnyakovo,RU,1603627200,42.35,91,71,13.06,49.6333,142.1667
436,Osorno,CL,1603627200,46.33,91,22,2.42,-40.5667,-73.15
184,Batemans Bay,AU,1603627200,55.26,91,100,16.49,-35.7167,150.1833
13,Bluff,NZ,1603627200,46.17,91,100,9.82,-46.6,168.3333
539,Ahipara,NZ,1603627200,57.88,91,3,3.89,-35.1667,173.1667
244,Kaeo,NZ,1603627200,57.49,91,9,2.91,-35.1,173.7833
300,Nynäshamn,SE,1603627200,52.9,91,100,21.81,58.9034,17.9479
475,Soe,ID,1603627200,72.27,91,76,2.04,-9.8607,124.284
0,Punta Arenas,CL,1603627200,44.02,90,95,2.24,-53.15,-70.9167
422,Dunedin,NZ,1603627200,48.58,90,100,9.04,-45.8742,170.5036
109,Amazar,RU,1603627200,33.3,90,100,1.72,53.858,120.875
18,Tiksi,RU,1603627200,6.71,90,99,29.39,71.6872,128.8694
373,Magnitka,RU,1603627200,39.96,90,100,4.63,55.3475,59.6961
195,Half Moon Bay,US,1603627200,56.32,90,82,7.72,37.4636,-122.4286
236,Rocha,UY,1603627200,68.11,90,98,8.97,-34.4833,-54.3333
15,Puerto Ayora,EC,1603627200,67.35,90,99,9.1,-0.7393,-90.3518
95,Ust-Kuyga,RU,1603627200,8.98,90,100,7.63,70.0167,135.6
247,Clyde River,CA,1603627200,15.87,90,69,4.52,70.4692,-68.5914
335,Laguna,US,1603627200,50.9,90,3,1.86,38.421,-121.4238
286,Kawalu,ID,1603627200,75.58,89,100,1.81,-7.3817,108.2082
169,Yeppoon,AU,1603627200,71.6,89,45,8.25,-23.1333,150.7333
399,Talnakh,RU,1603627200,9.16,89,69,7.67,69.4865,88.3972
249,Bilibino,RU,1603627200,17.2,89,10,0.43,68.0546,166.4372
534,Husavik,IS,1603627200,40.91,89,87,15.05,66.0449,-17.3389
295,Ayan,RU,1603627200,31.48,89,89,19.3,56.45,138.1667
150,Saint Paul Harbor,US,1603627200,44.76,89,95,5.14,57.79,-152.4072
283,Santo Antônio do Içá,BR,1603627200,78.22,88,100,2.59,-3.1022,-67.9397
134,Norman Wells,CA,1603627200,23.11,88,70,0.38,65.282,-126.8329
83,Yellowknife,CA,1603627200,21.88,88,74,6.67,62.456,-114.3525
36,Qaanaaq,GL,1603627200,17.85,88,90,11.48,77.484,-69.3632
394,Rio Grande,BR,1603627200,70.66,88,73,15.3,-32.035,-52.0986
146,Thompson,CA,1603627200,21.61,88,94,7.78,55.7435,-97.8558
6,Santa Rosa,PH,1603627200,79.86,88,95,8.61,14.3122,121.1114
512,Gostovići,BA,1603627200,56.43,88,74,2.42,44.415,18.1583
388,Bemidji,US,1603627200,19.33,88,87,4.92,47.4736,-94.8803
45,Arraial do Cabo,BR,1603627200,71.38,88,95,23.85,-22.9661,-42.0278
376,Trofors,NO,1603627200,36.99,88,100,9.1,65.5333,13.4063
489,Prince George,CA,1603627200,14.52,88,17,4.92,53.9166,-122.753
243,Laredo,US,1603627200,67.6,88,49,11.9,27.5064,-99.5075
135,Øksfjord,NO,1603627200,35.01,88,66,9.57,70.2396,22.3479
452,Fairbanks,US,1603627200,25.0,88,74,2.01,64.8378,-147.7164
158,Haines Junction,CA,1603627200,25.23,87,100,2.3,60.7522,-137.5108
75,Honiara,SB,1603627200,79.57,87,57,4.85,-9.4333,159.95
65,Suclayin,PH,1603627200,79.21,87,100,4.05,15.7568,121.5503
523,Santa Cruz del Sur,CU,1603627200,77.54,87,100,7.67,20.7147,-77.9956
17,Hanna,CA,1603627200,8.49,87,3,8.88,51.6334,-111.9018
342,Collierville,US,1603627200,51.42,87,64,4.21,35.042,-89.6645
49,San Patricio,US,1603627200,68.47,87,46,4.36,28.017,-97.5169
217,Leningradskiy,RU,1603627200,23.95,87,0,5.03,69.3833,178.4167
265,Mucurapo,TT,1603627200,81.39,87,31,10.96,10.6667,-61.5333
405,Grand Island,US,1603627200,26.85,86,95,10.13,40.925,-98.342
332,Cidreira,BR,1603627200,71.24,86,88,20.49,-30.1811,-50.2056
318,Makakilo City,US,1603627200,75.94,86,1,2.66,21.3469,-158.0858
333,Colares,PT,1603627200,63.95,86,80,18.48,38.7992,-9.4469
260,Roald,NO,1603627200,48.51,86,87,24.32,62.5833,6.1333
9,Carnarvon,AU,1603627200,70.36,86,46,18.79,-24.8667,113.6333
224,Cayenne,GF,1603627200,84.2,86,14,10.0,4.9333,-52.3333
97,Barrow,US,1603627200,24.94,86,70,2.75,71.2906,-156.7887
364,Iralaya,HN,1603627200,78.46,86,100,4.45,15.0,-83.2333
396,San Antonio,US,1603627200,58.3,86,38,3.96,29.4241,-98.4936
63,Peace River,CA,1603627200,16.92,86,38,10.83,56.2501,-117.286
515,Ustupo,PA,1603627200,77.38,85,92,5.88,9.1333,-77.9333
130,Ancud,CL,1603627200,49.73,85,67,9.8,-41.8697,-73.8203
105,Sergeevka,KZ,1603627200,45.43,85,97,8.72,53.88,67.4158
152,Paamiut,GL,1603627200,35.33,85,100,15.28,61.994,-49.6678
73,Palanga,LT,1603627200,55.99,85,30,16.91,55.9175,21.0686
188,Longyearbyen,SJ,1603627200,22.03,85,64,3.27,78.2186,15.6401
173,Castro,BR,1603627200,69.96,85,4,3.18,-24.7911,-50.0119
25,Nikolskoye,RU,1603627200,43.27,85,93,3.06,59.7035,30.7861
141,Mishkino,RU,1603627200,44.24,85,86,7.81,55.3389,63.9175
52,Havre-St-Pierre,CA,1603627200,33.84,85,12,14.79,50.2334,-63.5986
263,Great Bend,US,1603627200,31.89,85,91,11.1,38.3645,-98.7648
139,Okhotsk,RU,1603627200,36.73,84,98,20.24,59.3833,143.3
524,Ilhéus,BR,1603627200,78.87,84,52,8.48,-14.7889,-39.0494
486,Preiļi,LV,1603627200,51.75,84,59,6.8,56.2944,26.7246
530,Alta Floresta,BR,1603627200,80.73,84,96,2.35,-9.8756,-56.0861
104,Soyo,AO,1603627200,79.75,84,86,8.68,-6.1349,12.3689
16,Vaini,TO,1603627200,74.89,84,92,21.27,-21.2,-175.2
110,Tuy Hoa,VN,1603627200,78.93,84,45,6.17,13.0833,109.3
426,‘Ewa Beach,US,1603627200,77.56,84,1,2.93,21.3156,-158.0072
519,Guerrero Negro,MX,1603627200,65.57,84,63,10.4,27.9769,-114.0611
205,College,US,1603627200,25.34,84,76,2.04,64.8569,-147.8028
4,Iqaluit,CA,1603627200,14.04,84,40,6.82,63.7506,-68.5145
444,Sukabumi,ID,1603627200,77.83,84,100,3.22,-6.9181,106.9267
326,São Domingos,BR,1603627200,72.36,84,100,1.9,-13.3983,-46.3183
115,Izvoarele Sucevei,RO,1603627200,54.16,83,100,4.61,47.75,25.1833
427,Alindao,CF,1603627200,82.2,83,96,3.87,5.0267,21.2088
360,Kichera,RU,1603627200,35.28,83,100,1.99,55.9375,110.0997
113,George Town,MY,1603627200,80.28,83,59,11.7,5.4112,100.3354
100,Lucea,JM,1603627200,80.15,83,63,6.98,18.451,-78.1736
483,Ciudad del Carmen,MX,1603627200,79.5,83,96,6.58,18.6333,-91.8333
123,Traverse City,US,1603627200,33.69,83,95,1.57,44.7631,-85.6206
62,Pisco,PE,1603627200,63.46,83,4,2.86,-13.7,-76.2167
29,Auki,SB,1603627200,78.76,83,97,3.85,-8.7676,160.7034
370,Ucluelet,CA,1603627200,37.76,83,4,6.71,48.9329,-125.5528
28,Severo-Kuril'sk,RU,1603627200,44.58,83,35,6.91,50.6789,156.125
404,Umiray,PH,1603627200,81.09,83,100,18.7,15.2206,121.4111
330,Sola,VU,1603627200,80.01,83,42,17.22,-13.8833,167.55
1,Rikitea,PF,1603627200,73.15,83,100,5.12,-23.1203,-134.9692
346,Santa Isabel,BR,1603627200,73.15,82,23,3.4,-23.3156,-46.2214
292,Namatanai,PG,1603627200,79.79,82,71,8.03,-3.6667,152.4333
214,Port Hawkesbury,CA,1603627200,44.33,82,77,22.75,45.6169,-61.3485
289,Kushmurun,KZ,1603627200,51.39,82,100,11.27,52.4503,64.6311
474,Klaksvík,FO,1603627200,49.01,82,98,19.73,62.2266,-6.589
57,Kapaa,US,1603627200,78.12,82,67,5.46,22.0752,-159.319
423,Tadine,NC,1603627200,72.39,82,12,12.46,-21.55,167.8833
121,Grindavik,IS,1603627200,44.1,82,87,28.05,63.8424,-22.4338
153,Gamba,GA,1603627200,79.79,82,70,11.1,-2.65,10.0
443,Mareeba,AU,1603627200,73.65,82,51,2.84,-17.0,145.4333
99,Port Hardy,CA,1603627200,37.4,82,52,7.99,50.6996,-127.4199
144,Homer,US,1603627200,44.06,82,95,9.4,59.6425,-151.5483
480,Coyhaique,CL,1603627200,41.14,82,87,9.17,-45.5752,-72.0662
329,Itapirapuã,BR,1603627200,76.73,81,100,5.73,-15.8233,-50.6133
207,São Domingos do Maranhão,BR,1603627200,84.92,81,39,4.74,-5.5758,-44.3853
71,Asău,RO,1603627200,58.75,81,100,3.96,46.4333,26.4
469,Aklavik,CA,1603627200,22.35,81,85,6.06,68.2191,-135.0107
44,Qaqortoq,GL,1603627200,31.26,81,100,22.88,60.7167,-46.0333
107,Narsaq,GL,1603627200,29.95,81,100,18.45,60.9167,-46.05
490,Berlevåg,NO,1603627200,38.48,81,93,14.41,70.8578,29.0864
228,Ozernovskiy,RU,1603627200,44.96,81,35,6.13,51.5,156.5167
298,Krasnogvardeyskiy,RU,1603627200,39.69,81,55,5.53,57.3793,62.3195
532,Sioux Lookout,CA,1603627200,21.74,81,87,4.0,50.1001,-91.917
536,Cruzeiro,BR,1603627200,76.23,81,80,0.74,-22.5761,-44.9628
185,Totness,SR,1603627200,82.92,81,17,9.4,5.8833,-56.3167
456,Mayumba,GA,1603627200,79.72,81,60,11.43,-3.432,10.6554
177,Lebu,CL,1603627200,49.55,81,8,6.11,-37.6167,-73.65
385,Olafsvik,IS,1603627200,42.28,81,100,32.23,64.8945,-23.7142
168,Cerrito,CO,1603627200,53.76,81,99,1.28,6.8432,-72.694
412,Teknāf,BD,1603627200,82.09,80,100,0.58,20.8624,92.3058
231,Bethel,US,1603627200,39.87,80,100,5.97,41.3712,-73.414
339,Aykhal,RU,1603627200,0.01,80,0,3.4,66.0,111.5
162,San Luis,AR,1603627200,61.56,80,63,20.02,-33.295,-66.3356
304,Goderich,CA,1603627200,38.39,80,99,7.31,43.7501,-81.7165
37,Constitución,CL,1603627200,51.58,80,3,6.98,-35.3333,-72.4167
88,Hermanus,ZA,1603627200,64.56,80,99,11.56,-34.4187,19.2345
151,Hay River,CA,1603627200,22.95,80,69,6.87,60.8156,-115.7999
200,Pendleton,US,1603627200,25.93,80,65,3.87,45.6721,-118.7886
358,Omaha,US,1603627200,31.84,80,95,10.36,41.2586,-95.9378
128,Maragogi,BR,1603627200,81.23,80,29,11.27,-9.0122,-35.2225
58,Dmitriyevka,RU,1603627200,49.21,80,87,2.73,54.75,55.3333
257,Bubaque,GW,1603627200,83.12,80,0,4.21,11.2833,-15.8333
182,Bengkulu,ID,1603627200,78.85,80,100,1.16,-3.8004,102.2655
210,Tautira,PF,1603627200,77.7,80,73,8.19,-17.7333,-149.15
341,Kudat,MY,1603627200,82.44,79,68,12.37,6.8837,116.8477
459,Zalesovo,RU,1603627200,32.56,79,98,12.57,53.9939,84.7431
457,Tiarei,PF,1603627200,78.35,79,70,6.04,-17.5333,-149.3333
331,Salisbury,GB,1603627200,54.0,79,94,16.33,51.0693,-1.7957
314,Guiratinga,BR,1603627200,79.07,79,51,5.59,-16.3494,-53.7583
390,Kungurtug,RU,1603627200,20.21,79,54,3.4,50.5994,97.5228
266,Vágur,FO,1603627200,48.88,79,100,20.62,61.4732,-6.8119
408,Tigil',RU,1603627200,37.56,79,100,16.22,57.8,158.6667
27,Luanda,AO,1603627200,79.52,79,87,12.01,-8.8368,13.2343
38,Sechura,PE,1603627200,64.29,79,100,8.03,-5.5569,-80.8222
114,Upernavik,GL,1603627200,16.99,79,1,6.2,72.7868,-56.1549
181,Takoradze,GH,1603627200,81.9,79,91,9.89,4.8845,-1.7554
222,Corona,US,1603627200,63.12,79,87,5.93,33.8753,-117.5664
406,Atambua,ID,1603627200,79.56,79,82,3.38,-9.1061,124.8925
216,Pitimbu,BR,1603627200,82.42,79,24,10.11,-7.4706,-34.8086
356,Brasília,BR,1603627200,71.55,79,81,11.99,-15.7797,-47.9297
479,Chicama,PE,1603627200,64.42,78,91,3.51,-7.8447,-79.1469
322,Maceió,BR,1603627200,82.0,78,42,10.69,-9.6658,-35.7353
212,Sandnessjøen,NO,1603627200,39.6,78,87,42.9,66.0217,12.6316
384,Amzya,RU,1603627200,44.47,78,100,0.76,56.2354,54.3868
415,Cockburn Town,TC,1603627200,83.55,78,88,21.23,21.4612,-71.1419
60,Eydhafushi,MV,1603627200,82.51,78,100,17.43,5.1033,73.0708
252,Den Helder,NL,1603627200,55.74,78,95,16.82,52.9599,4.7593
316,Punta Cardon,VE,1603627200,82.71,78,98,21.05,11.6581,-70.215
466,Virginia Beach,US,1603627200,63.12,78,95,17.16,36.8529,-75.978
81,Gisborne,NZ,1603627200,59.72,78,7,7.18,-38.6533,178.0042
271,Vardø,NO,1603627200,39.6,78,100,16.64,70.3705,31.1107
297,Maracaçumé,BR,1603627200,86.36,78,86,5.08,-2.0428,-45.9592
42,Bariloche,AR,1603627200,40.6,78,39,10.71,-41.1456,-71.3082
301,Talara,PE,1603627200,65.93,77,94,9.4,-4.5772,-81.2719
192,Lompoc,US,1603627200,59.22,77,95,3.91,34.6391,-120.4579
507,Koumac,NC,1603627200,76.1,77,35,4.99,-20.5667,164.2833
33,Albany,US,1603627200,35.74,77,80,2.51,42.6001,-73.9662
53,Atuona,PF,1603627200,78.06,77,26,18.77,-9.8,-139.0333
142,Henties Bay,NA,1603627200,63.95,77,37,9.1,-22.116,14.2845
477,Pontianak,ID,1603627200,81.72,77,99,3.0,-0.0333,109.3333
80,Sinnamary,GF,1603627200,84.61,77,1,11.36,5.3833,-52.95
433,Nantucket,US,1603627200,51.84,77,87,20.54,41.2835,-70.0995
117,Arrondissement de Saint-Denis,FR,1603627200,57.45,77,100,11.45,48.9167,2.3333
437,Zelenogorskiy,RU,1603627200,28.81,77,49,6.4,55.0333,87.0
344,Abhayāpuri,IN,1603627200,81.36,77,12,4.03,26.3333,90.6667
234,Isangel,VU,1603627200,74.59,77,2,11.74,-19.55,169.2667
91,Port Blair,IN,1603627200,82.29,77,80,8.84,11.6667,92.75
197,Touros,BR,1603627200,85.32,77,46,15.82,-5.1989,-35.4608
259,Pochutla,MX,1603627200,73.96,77,36,3.33,15.7432,-96.4661
76,Hilo,US,1603627200,76.59,76,56,6.76,19.7297,-155.09
241,Dali,CN,1603627200,65.34,76,20,4.81,25.7,100.1833
211,Launceston,AU,1603627200,43.75,76,47,4.99,-41.45,147.1667
133,Biak,ID,1603627200,80.74,76,11,1.77,-0.9131,122.8766
26,Avarua,CK,1603627200,73.24,76,64,22.35,-21.2078,-159.775
357,Margate,GB,1603627200,55.78,76,66,22.82,51.3813,1.3862
351,Grand-Lahou,CI,1603627200,81.82,76,65,9.06,5.1367,-5.0242
397,Kavieng,PG,1603627200,82.89,76,32,9.75,-2.5744,150.7967
481,Kendari,ID,1603627200,81.66,76,5,3.04,-3.945,122.4989
180,Distrikt Brokopondo,SR,1603627200,81.63,76,38,7.56,4.75,-55.1667
161,Natal,BR,1603627200,85.46,76,46,12.28,-5.795,-35.2094
317,Stromness,GB,1603627200,50.2,76,24,23.42,58.965,-3.296
54,New Norfolk,AU,1603627200,40.08,76,0,1.68,-42.7826,147.0587
455,Ugoofaaru,MV,1603627200,82.51,76,97,16.78,5.6667,73.0
308,Maumere,ID,1603627200,82.56,76,98,6.49,-8.6199,122.2111
482,Antofagasta,CL,1603627200,60.4,76,95,8.55,-23.65,-70.4
400,Valparaíso,CL,1603627200,55.58,76,76,9.64,-33.0393,-71.6273
494,Aitape,PG,1603627200,81.48,75,100,1.97,-3.1374,142.3475
398,Thinadhoo,MV,1603627200,83.71,75,6,10.02,0.5333,72.9333
270,Yangjiang,CN,1603627200,74.17,75,100,9.53,21.85,111.9667
540,Kamenka,RU,1603627200,51.31,75,81,18.34,51.3223,42.7678
253,Mount Gambier,AU,1603627200,46.02,75,71,10.27,-37.8333,140.7667
167,Cabo San Lucas,MX,1603627200,77.56,75,0,11.36,22.8909,-109.9124
218,San Cristobal,VE,1603627200,72.05,75,99,0.36,7.7669,-72.225
220,Kulhudhuffushi,MV,1603627200,82.09,75,92,10.07,6.6221,73.07
223,Terrace,CA,1603627200,31.96,75,100,0.89,54.5163,-128.6035
199,Muros,ES,1603627200,57.34,75,98,18.07,42.7762,-9.0603
280,Frontera,MX,1603627200,64.04,74,0,1.01,26.9333,-101.45
464,Kloulklubed,PW,1603627200,83.5,74,95,6.13,7.0419,134.2556
215,Nūzvīd,IN,1603627200,85.39,74,27,6.64,16.7833,80.85
449,Omboué,GA,1603627200,81.3,74,91,9.48,-1.5746,9.2618
379,Qasigiannguit,GL,1603627200,7.9,74,2,3.67,68.8193,-51.1922
47,Ilulissat,GL,1603627200,8.49,74,0,5.12,69.2167,-51.1
175,Teluknaga,ID,1603627200,84.09,74,69,6.82,-6.0989,106.6381
172,Bredasdorp,ZA,1603627200,64.2,74,100,10.47,-34.5322,20.0403
124,Meulaboh,ID,1603627200,80.98,74,96,3.13,4.1363,96.1285
219,Tual,ID,1603627200,82.69,73,61,3.04,-5.6667,132.75
40,Cap Malheureux,MU,1603627200,76.03,73,55,20.09,-19.9842,57.6142
381,Guaporé,BR,1603627200,74.79,73,6,2.62,-28.8456,-51.8903
225,Grand Gaube,MU,1603627200,75.92,73,66,19.75,-20.0064,57.6608
41,Parnamirim,BR,1603627200,87.06,73,48,12.01,-5.9156,-35.2628
516,Łobez,PL,1603627200,61.0,73,42,15.86,53.6392,15.6213
403,Manokwari,ID,1603627200,81.72,73,91,1.5,-0.8667,134.0833
311,Salto del Guairá,PY,1603627200,81.59,73,0,5.06,-24.0625,-54.3069
313,Puerto Escondido,MX,1603627200,77.25,73,63,5.3,15.85,-97.0667
448,Xam Nua,LA,1603627200,67.05,73,85,1.77,20.4197,104.0439
446,Kahului,US,1603627200,78.78,73,7,3.6,20.8947,-156.47
526,Hamilton,US,1603627200,45.99,72,92,8.72,39.1834,-84.5333
497,Paidha,UG,1603627200,75.97,72,82,7.09,2.4167,30.9855
453,Saint-Joseph,RE,1603627200,71.78,72,67,12.3,-21.3667,55.6167
284,Lālmohan,BD,1603627200,83.16,72,33,4.65,22.3384,90.7419
375,Ketchikan,US,1603627200,37.13,72,49,4.12,55.3422,-131.6461
279,Son La,VN,1603627200,68.72,72,55,2.84,21.3167,103.9
108,Oktyabr'skiy,RU,1603627200,49.55,72,100,1.59,54.4815,53.471
509,Mattru,SL,1603627200,86.63,72,96,2.17,7.6244,-11.8332
43,Ushuaia,AR,1603627200,45.97,72,69,2.98,-54.8,-68.3
10,Hithadhoo,MV,1603627200,83.98,72,21,8.14,-0.6,73.0833
393,Baraya,CO,1603627200,73.11,72,32,0.72,3.1533,-75.0531
165,Saint-Philippe,RE,1603627200,71.87,72,79,13.44,-21.3585,55.7679
434,Waingapu,ID,1603627200,82.98,72,89,1.39,-9.6567,120.2641
425,Healesville,AU,1603627200,47.35,72,57,6.44,-37.65,145.5167
500,Lasem,ID,1603627200,84.29,72,92,2.13,-6.6922,111.4527
327,Yambio,SS,1603627200,84.65,72,100,4.03,4.5721,28.3955
340,Lorengau,PG,1603627200,83.03,71,26,6.11,-2.0226,147.2712
125,San Juan,AR,1603627200,65.28,71,15,26.17,-31.5375,-68.5364
3,Butaritari,KI,1603627200,81.14,71,97,8.14,3.0707,172.7902
352,Prince Rupert,CA,1603627200,36.88,71,94,5.59,54.3161,-130.3201
55,Port Alfred,ZA,1603627200,70.99,70,95,19.08,-33.5906,26.891
2,Coruripe,BR,1603627200,83.88,70,65,11.3,-10.1256,-36.1756
328,Fare,PF,1603627200,80.01,70,28,2.28,-16.7,-151.0167
34,Hobart,AU,1603627200,43.83,70,41,4.0,-42.8794,147.3294
431,Kavaratti,IN,1603627200,82.26,70,14,6.11,10.5669,72.642
160,Karratha,AU,1603627200,74.89,70,15,15.32,-20.7377,116.8463
39,Faanui,PF,1603627200,79.45,70,40,0.94,-16.4833,-151.75
264,Murray Bridge,AU,1603627200,50.85,69,66,13.94,-35.1167,139.2667
430,La Santisima Trinidad,BO,1603627200,83.34,69,55,7.47,-14.8333,-64.9
496,Mugur-Aksy,RU,1603627200,20.61,69,3,5.3,50.35,90.5
312,Westport,US,1603627200,44.64,69,49,9.37,41.1415,-73.3579
250,Soloneshnoye,RU,1603627200,35.49,69,80,2.06,51.6544,84.3197
499,Hołoby,UA,1603627200,57.79,69,100,6.6,51.0865,25.0077
445,Walvis Bay,NA,1603627200,69.35,69,75,13.78,-22.9575,14.5053
74,Ribeira Grande,PT,1603627200,65.44,69,60,8.23,38.5167,-28.7
435,Hasaki,JP,1603627200,65.19,69,10,9.35,35.7333,140.8333
120,Padang,ID,1603627200,81.72,69,55,0.22,-0.9492,100.3543
417,Grove City,US,1603627200,44.35,68,91,10.65,39.8815,-83.093
