,City,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
38,Sechura,PE,1603627200,64.29,79,100,8.03,-5.5569,-80.8222
39,Faanui,PF,1603627200,79.45,70,40,0.94,-16.4833,-151.75
40,Cap Malheureux,MU,1603627200,76.03,73,55,20.09,-19.9842,57.6142
41,Parnamirim,BR,1603627200,87.06,73,48,12.01,-5.9156,-35.2628
42,Bariloche,AR,1603627200,40.6,78,39,10.71,-41.1456,-71.3082
43,Ushuaia,AR,1603627200,45.97,72,69,2.98,-54.8,-68.3
44,Qaqortoq,GL,1603627200,31.26,81,100,22.88,60.7167,-46.0333
45,Arraial do Cabo,BR,1603627200,71.38,88,95,23.85,-22.9661,-42.0278
46,Minudasht,IR,1603627200,87.39,14,0,4.7,37.2289,55.3747
47,Ilulissat,GL,1603627200,8.49,74,0,5.12,69.2167,-51.1
48,Erenhot,CN,1603627200,53.67,37,73,7.58,43.6475,111.9767
49,San Patricio,US,1603627200,68.47,87,46,4.36,28.017,-97.5169
50,Saldanha,ZA,1603627200,67.68,68,95,20.31,-33.0117,17.9442
51,Korla,CN,1603627200,55.65,37,49,8.48,41.7597,86.1469
52,Havre-St-Pierre,CA,1603627200,33.84,85,12,14.79,50.2334,-63.5986
53,Atuona,PF,1603627200,78.06,77,26,18.77,-9.8,-139.0333
54,New Norfolk,AU,1603627200,40.08,76,0,1.68,-42.7826,147.0587
55,Port Alfred,ZA,1603627200,70.99,70,95,19.08,-33.5906,26.891
56,Bandarbeyla,SO,1603627200,80.55,58,5,13.53,9.4942,50.8122
57,Kapaa,US,1603627200,78.12,82,67,5.46,22.0752,-159.319
58,Dmitriyevka,RU,1603627200,49.21,80,87,2.73,54.75,55.3333
59,Mar del Plata,AR,1603627200,59.41,95,95,8.79,-38.0023,-57.5575
60,Eydhafushi,MV,1603627200,82.51,78,100,17.43,5.1033,73.0708
61,Khani,GE,1603627200,79.72,22,34,3.22,41.9563,42.9566
62,Pisco,PE,1603627200,63.46,83,4,2.86,-13.7,-76.2167
63,Peace River,CA,1603627200,16.92,86,38,10.83,56.2501,-117.286
64,Nyurba,RU,1603627200,23.58,98,80,5.66,63.2842,118.3319
65,Suclayin,PH,1603627200,79.21,87,100,4.05,15.7568,121.5503
66,Zyryanka,RU,1603627200,18.68,95,100,6.02,65.75,150.85
67,Fortuna,US,1603627200,45.93,94,50,2.89,40.5982,-124.1573
68,Broome,US,1603627200,32.31,93,44,3.87,42.2506,-75.833
69,Christchurch,NZ,1603627200,66.0,55,57,19.69,-43.5333,172.6333
70,Cortes,ES,1603627200,67.03,46,69,16.58,41.9395,-1.4396
71,Asău,RO,1603627200,58.75,81,100,3.96,46.4333,26.4
72,Souillac,MU,1603627200,76.95,65,72,15.12,-20.5167,57.5167
73,Palanga,LT,1603627200,55.99,85,30,16.91,55.9175,21.0686
74,Ribeira Grande,PT,1603627200,65.44,69,60,8.23,38.5167,-28.7
75,Honiara,SB,1603627200,79.57,87,57,4.85,-9.4333,159.95
76,Hilo,US,1603627200,76.59,76,56,6.76,19.7297,-155.09
77,Khandyga,RU,1603627200,9.63,94,0,1.19,62.6667,135.6
78,Kemijärvi,FI,1603627200,31.28,97,94,0.83,66.7131,27.4306
79,Tauá,BR,1603627200,84.43,62,55,9.46,-5.9667,-40.3
80,Sinnamary,GF,1603627200,84.61,77,1,11.36,5.3833,-52.95
81,Gisborne,NZ,1603627200,59.72,78,7,7.18,-38.6533,178.0042
82,Chui,UY,1603627200,67.37,94,81,10.04,-33.6971,-53.4616
83,Yellowknife,CA,1603627200,21.88,88,74,6.67,62.456,-114.3525
84,Lichuan,CN,1603627200,52.68,63,95,0.87,30.3,108.85
85,Miraflores,MX,1603627200,49.64,68,44,2.53,19.2167,-98.8083
86,Tuban,ID,1603627200,84.99,68,98,1.28,-6.8976,112.0649
87,Provideniya,RU,1603627200,32.47,92,9,5.73,64.3833,-173.3
88,Hermanus,ZA,1603627200,64.56,80,99,11.56,-34.4187,19.2345
89,Puerto Rondón,CO,1603627200,74.21,95,79,6.87,6.2805,-71.1
90,Saskylakh,RU,1603627200,10.53,93,100,15.97,71.9167,114.0833
91,Port Blair,IN,1603627200,82.29,77,80,8.84,11.6667,92.75
92,Chiang Rai,TH,1603627200,78.73,61,47,1.88,19.9167,99.9167
93,Chokurdakh,RU,1603627200,8.17,91,6,11.92,70.6333,147.9167
94,Tefé,BR,1603627200,75.0,96,100,4.03,-3.3542,-64.7114
95,Ust-Kuyga,RU,1603627200,8.98,90,100,7.63,70.0167,135.6
96,Mestia,GE,1603627200,63.23,26,23,4.0,43.0458,42.7278
97,Barrow,US,1603627200,24.94,86,70,2.75,71.2906,-156.7887
98,Kashgar,CN,1603627200,58.42,28,69,2.82,39.4547,75.9797
99,Port Hardy,CA,1603627200,37.4,82,52,7.99,50.6996,-127.4199
100,Lucea,JM,1603627200,80.15,83,63,6.98,18.451,-78.1736
101,Staryy Nadym,RU,1603627200,16.68,96,18,11.59,65.6118,72.6842
102,Jamestown,US,1603627200,32.49,93,7,4.12,42.097,-79.2353
103,Torbay,CA,1603627200,49.98,99,95,15.79,47.6666,-52.7314
104,Soyo,AO,1603627200,79.75,84,86,8.68,-6.1349,12.3689
105,Sergeevka,KZ,1603627200,45.43,85,97,8.72,53.88,67.4158
106,Sangar,RU,1603627200,12.88,92,2,5.21,63.9242,127.4739
107,Narsaq,GL,1603627200,29.95,81,100,18.45,60.9167,-46.05
108,Oktyabr'skiy,RU,1603627200,49.55,72,100,1.59,54.4815,53.471
109,Amazar,RU,1603627200,33.3,90,100,1.72,53.858,120.875
110,Tuy Hoa,VN,1603627200,78.93,84,45,6.17,13.0833,109.3
111,Port Lincoln,AU,1603627200,53.13,62,38,17.58,-34.7333,135.8667
112,Lavrentiya,RU,1603627200,33.85,91,68,8.39,65.5833,-171.0
113,George Town,MY,1603627200,80.28,83,59,11.7,5.4112,100.3354
114,Upernavik,GL,1603627200,16.99,79,1,6.2,72.7868,-56.1549
115,Izvoarele Sucevei,RO,1603627200,54.16,83,100,4.61,47.75,25.1833
116,Saint George,US,1603627200,54.39,56,3,1.97,37.1041,-113.5841
117,Arrondissement de Saint-Denis,FR,1603627200,57.45,77,100,11.45,48.9167,2.3333
118,Dikson,RU,1603627200,17.35,97,92,10.38,73.5069,80.5464
119,Kongolo,CD,1603627200,87.49,59,99,3.76,-5.3833,27.0
120,Padang,ID,1603627200,81.72,69,55,0.22,-0.9492,100.3543
121,Grindavik,IS,1603627200,44.1,82,87,28.05,63.8424,-22.4338
122,Rāichūr,IN,1603627200,85.14,57,9,3.11,16.2,77.3667
123,Traverse City,US,1603627200,33.69,83,95,1.57,44.7631,-85.6206
124,Meulaboh,ID,1603627200,80.98,74,96,3.13,4.1363,96.1285
125,San Juan,AR,1603627200,65.28,71,15,26.17,-31.5375,-68.5364
126,Kaitangata,NZ,1603627200,47.7,95,99,4.63,-46.2817,169.8464
127,Kruisfontein,ZA,1603627200,71.46,60,82,18.28,-34.0033,24.7314
128,Maragogi,BR,1603627200,81.23,80,29,11.27,-9.0122,-35.2225
129,Diamantina,BR,1603627200,62.44,95,94,4.65,-18.2494,-43.6003
130,Ancud,CL,1603627200,49.73,85,67,9.8,-41.8697,-73.8203
131,Vila Velha,BR,1603627200,73.96,93,87,11.72,-20.3297,-40.2925
132,Whyalla,AU,1603627200,55.26,57,26,21.54,-33.0333,137.5833
133,Biak,ID,1603627200,80.74,76,11,1.77,-0.9131,122.8766
134,Norman Wells,CA,1603627200,23.11,88,70,0.38,65.282,-126.8329
135,Øksfjord,NO,1603627200,35.01,88,66,9.57,70.2396,22.3479
136,Codrington,AU,1603627200,47.88,59,6,14.74,-38.2667,141.9667
137,Katsuura,JP,1603627200,62.38,54,0,4.56,35.1333,140.3
138,Cuamba,MZ,1603627200,91.71,27,26,4.36,-14.8031,36.5372
139,Okhotsk,RU,1603627200,36.73,84,98,20.24,59.3833,143.3
140,Gouré,NE,1603627200,95.31,13,83,12.91,13.9835,10.2704
141,Mishkino,RU,1603627200,44.24,85,86,7.81,55.3389,63.9175
142,Henties Bay,NA,1603627200,63.95,77,37,9.1,-22.116,14.2845
143,Pevek,RU,1603627200,27.16,93,25,4.0,69.7008,170.3133
144,Homer,US,1603627200,44.06,82,95,9.4,59.6425,-151.5483
145,Alice Springs,AU,1603627200,70.11,27,1,14.72,-23.7,133.8833
146,Thompson,CA,1603627200,21.61,88,94,7.78,55.7435,-97.8558
147,Tommot,RU,1603627200,26.58,95,66,4.14,58.9564,126.2925
148,Airai,TL,1603627200,66.51,96,96,1.5,-8.9266,125.4092
149,Port Augusta,AU,1603627200,54.03,58,31,15.37,-32.5,137.7667
150,Saint Paul Harbor,US,1603627200,44.76,89,95,5.14,57.79,-152.4072
151,Hay River,CA,1603627200,22.95,80,69,6.87,60.8156,-115.7999
152,Paamiut,GL,1603627200,35.33,85,100,15.28,61.994,-49.6678
153,Gamba,GA,1603627200,79.79,82,70,11.1,-2.65,10.0
154,Mossamedes,AO,1603627200,75.47,68,26,12.93,-15.1961,12.1522
155,Zhigansk,RU,1603627200,11.28,92,85,8.77,66.7697,123.3711
156,George,ZA,1603627200,65.43,68,67,4.65,-33.963,22.4617
157,Khatanga,RU,1603627200,7.86,95,100,11.25,71.9667,102.5
158,Haines Junction,CA,1603627200,25.23,87,100,2.3,60.7522,-137.5108
159,Dubuque,US,1603627200,30.25,93,94,8.48,42.4833,-90.8668
160,Karratha,AU,1603627200,74.89,70,15,15.32,-20.7377,116.8463
161,Natal,BR,1603627200,85.46,76,46,12.28,-5.795,-35.2094
162,San Luis,AR,1603627200,61.56,80,63,20.02,-33.295,-66.3356
163,Saint-Pierre,RE,1603627200,73.8,68,60,8.61,-21.3393,55.4781
164,Te Anau,NZ,1603627200,47.26,92,100,3.6,-45.4167,167.7167
165,Saint-Philippe,RE,1603627200,71.87,72,79,13.44,-21.3585,55.7679
166,Kysyl-Syr,RU,1603627200,19.31,97,90,3.18,63.8986,122.7617
167,Cabo San Lucas,MX,1603627200,77.56,75,0,11.36,22.8909,-109.9124
168,Cerrito,CO,1603627200,53.76,81,99,1.28,6.8432,-72.694
169,Yeppoon,AU,1603627200,71.6,89,45,8.25,-23.1333,150.7333
170,Ndélé,CF,1603627200,89.71,51,98,4.68,8.4109,20.6473
171,Gari,RU,1603627200,31.35,99,95,2.1,59.4307,62.3497
172,Bredasdorp,ZA,1603627200,64.2,74,100,10.47,-34.5322,20.0403
173,Castro,BR,1603627200,69.96,85,4,3.18,-24.7911,-50.0119
174,Lebanon,US,1603627200,52.84,93,83,3.65,36.2081,-86.2911
175,Teluknaga,ID,1603627200,84.09,74,69,6.82,-6.0989,106.6381
176,Tasiilaq,GL,1603627200,29.39,95,90,2.89,65.6145,-37.6368
177,Lebu,CL,1603627200,49.55,81,8,6.11,-37.6167,-73.65
178,Salé,MA,1603627200,67.23,64,20,6.02,34.0389,-6.8166
179,Balakhninskiy,RU,1603627200,33.01,92,100,1.32,58.0106,114.2769
180,Distrikt Brokopondo,SR,1603627200,81.63,76,38,7.56,4.75,-55.1667
181,Takoradze,GH,1603627200,81.9,79,91,9.89,4.8845,-1.7554
182,Bengkulu,ID,1603627200,78.85,80,100,1.16,-3.8004,102.2655
183,Kānker,IN,1603627200,81.18,53,22,5.1,20.2719,81.4931
184,Batemans Bay,AU,1603627200,55.26,91,100,16.49,-35.7167,150.1833
185,Totness,SR,1603627200,82.92,81,17,9.4,5.8833,-56.3167
186,Caravelas,BR,1603627200,74.08,91,100,8.03,-17.7125,-39.2481
187,Chul'man,RU,1603627200,22.57,96,92,3.13,56.8479,124.9104
188,Longyearbyen,SJ,1603627200,22.03,85,64,3.27,78.2186,15.6401
189,Mabaruma,GY,1603627200,77.09,96,82,1.9,8.2,-59.7833
190,Atar,MR,1603627200,97.92,17,91,10.92,20.5169,-13.0499
191,Esna,EG,1603627200,90.64,18,0,11.63,25.2934,32.554
192,Lompoc,US,1603627200,59.22,77,95,3.91,34.6391,-120.4579
193,Tianpeng,CN,1603627200,68.31,29,94,4.16,30.9866,103.9393
194,Likasi,CD,1603627200,95.88,21,93,2.08,-10.9814,26.7333
195,Half Moon Bay,US,1603627200,56.32,90,82,7.72,37.4636,-122.4286
196,General Elizardo Aquino,PY,1603627200,87.93,63,7,6.24,-24.4333,-56.7
197,Touros,BR,1603627200,85.32,77,46,15.82,-5.1989,-35.4608
198,Ulladulla,AU,1603627200,56.35,94,87,16.51,-35.35,150.4667
199,Muros,ES,1603627200,57.34,75,98,18.07,42.7762,-9.0603
200,Pendleton,US,1603627200,25.93,80,65,3.87,45.6721,-118.7886
201,Kaura Namoda,NG,1603627200,94.75,16,99,11.32,12.5898,6.5779
202,Tuktoyaktuk,CA,1603627200,23.72,95,49,20.98,69.4541,-133.0374
203,Burnie,AU,1603627200,46.54,67,3,3.44,-41.0667,145.9167
204,Sitka,US,1603627200,38.14,60,95,2.89,57.0531,-135.33
205,College,US,1603627200,25.34,84,76,2.04,64.8569,-147.8028
206,Cherskiy,RU,1603627200,11.07,96,77,2.53,68.75,161.3
207,São Domingos do Maranhão,BR,1603627200,84.92,81,39,4.74,-5.5758,-44.3853
208,Douentza,ML,1603627200,97.81,9,0,11.83,14.9951,-2.9517
209,Mlandizi,TZ,1603627200,91.33,48,55,8.95,-6.7,38.7333
210,Tautira,PF,1603627200,77.7,80,73,8.19,-17.7333,-149.15
211,Launceston,AU,1603627200,43.75,76,47,4.99,-41.45,147.1667
212,Sandnessjøen,NO,1603627200,39.6,78,87,42.9,66.0217,12.6316
213,São João da Barra,BR,1603627200,72.99,92,95,9.19,-21.6403,-41.0511
214,Port Hawkesbury,CA,1603627200,44.33,82,77,22.75,45.6169,-61.3485
215,Nūzvīd,IN,1603627200,85.39,74,27,6.64,16.7833,80.85
216,Pitimbu,BR,1603627200,82.42,79,24,10.11,-7.4706,-34.8086
217,Leningradskiy,RU,1603627200,23.95,87,0,5.03,69.3833,178.4167
218,San Cristobal,VE,1603627200,72.05,75,99,0.36,7.7669,-72.225
219,Tual,ID,1603627200,82.69,73,61,3.04,-5.6667,132.75
220,Kulhudhuffushi,MV,1603627200,82.09,75,92,10.07,6.6221,73.07
221,Taperoá,BR,1603627200,84.58,64,17,14.32,-7.2075,-36.8267
222,Corona,US,1603627200,63.12,79,87,5.93,33.8753,-117.5664
223,Terrace,CA,1603627200,31.96,75,100,0.89,54.5163,-128.6035
224,Cayenne,GF,1603627200,84.2,86,14,10.0,4.9333,-52.3333
225,Grand Gaube,MU,1603627200,75.92,73,66,19.75,-20.0064,57.6608
226,Alekseyevsk,RU,1603627200,30.79,97,100,9.57,57.8406,108.3492
227,Chifeng,CN,1603627200,50.88,43,50,3.51,42.2683,118.9636
228,Ozernovskiy,RU,1603627200,44.96,81,35,6.13,51.5,156.5167
229,Caesarea,IL,1603627200,90.16,20,31,2.46,32.5189,34.9046
230,Oranjemund,NA,1603627200,67.6,63,89,17.36,-28.55,16.4333
231,Bethel,US,1603627200,39.87,80,100,5.97,41.3712,-73.414
232,Itoman,JP,1603627200,72.37,60,72,13.69,26.1247,127.6694
233,Muhafazat Lahij,YE,1603627200,90.77,20,0,16.2,13.1667,44.5833
234,Isangel,VU,1603627200,74.59,77,2,11.74,-19.55,169.2667
235,Abu Dhabi,AE,1603627200,90.72,30,0,16.96,24.4667,54.3667
236,Rocha,UY,1603627200,68.11,90,98,8.97,-34.4833,-54.3333
237,Moindou,NC,1603627200,75.94,67,13,7.0,-21.6924,165.677
238,Bundaberg,AU,1603627200,72.7,92,64,6.87,-24.85,152.35
239,Djibo,BF,1603627200,98.1,10,0,14.83,14.1022,-1.6306
240,Chekhov,RU,1603627200,50.47,40,80,6.64,55.1431,37.4711
241,Dali,CN,1603627200,65.34,76,20,4.81,25.7,100.1833
242,Esso,RU,1603627200,30.18,95,100,6.62,55.9333,158.7
243,Laredo,US,1603627200,67.6,88,49,11.9,27.5064,-99.5075
244,Kaeo,NZ,1603627200,57.49,91,9,2.91,-35.1,173.7833
245,Mnogovershinnyy,RU,1603627200,36.1,99,100,13.2,53.9353,139.9242
246,Mosquera,CO,1603627200,54.63,92,80,2.93,4.7059,-74.2302
247,Clyde River,CA,1603627200,15.87,90,69,4.52,70.4692,-68.5914
248,Vysokogornyy,RU,1603627200,34.86,93,100,7.31,50.1167,139.15
249,Bilibino,RU,1603627200,17.2,89,10,0.43,68.0546,166.4372
250,Soloneshnoye,RU,1603627200,35.49,69,80,2.06,51.6544,84.3197
251,Lata,PT,1603627200,59.63,92,100,6.38,40.1629,-8.3327
252,Den Helder,NL,1603627200,55.74,78,95,16.82,52.9599,4.7593
253,Mount Gambier,AU,1603627200,46.02,75,71,10.27,-37.8333,140.7667
254,Tura,IN,1603627200,74.84,95,26,3.36,25.5198,90.2201
255,Marzuq,YE,1603627200,85.19,12,3,5.75,14.4,46.4667
256,Portland,US,1603627200,39.16,54,0,8.08,45.5234,-122.6762
257,Bubaque,GW,1603627200,83.12,80,0,4.21,11.2833,-15.8333
258,Chabahar,IR,1603627200,85.23,39,0,18.12,25.2919,60.643
259,Pochutla,MX,1603627200,73.96,77,36,3.33,15.7432,-96.4661
260,Roald,NO,1603627200,48.51,86,87,24.32,62.5833,6.1333
261,Andrelândia,BR,1603627200,64.36,93,100,1.36,-21.7397,-44.3092
262,Filingué,NE,1603627200,97.95,10,59,10.89,14.3521,3.3168
263,Great Bend,US,1603627200,31.89,85,91,11.1,38.3645,-98.7648
264,Murray Bridge,AU,1603627200,50.85,69,66,13.94,-35.1167,139.2667
265,Mucurapo,TT,1603627200,81.39,87,31,10.96,10.6667,-61.5333
266,Vágur,FO,1603627200,48.88,79,100,20.62,61.4732,-6.8119
267,Altay,CN,1603627200,31.64,68,5,0.98,47.8667,88.1167
268,Estelle,US,1603627200,61.3,94,0,6.38,29.8458,-90.1067
269,Mangai,CD,1603627200,90.95,52,97,3.94,-4.05,19.5333
270,Yangjiang,CN,1603627200,74.17,75,100,9.53,21.85,111.9667
271,Vardø,NO,1603627200,39.6,78,100,16.64,70.3705,31.1107
272,Arivonimamo,MG,1603627200,79.57,24,21,8.14,-19.0167,47.1833
273,Faya,SA,1603627200,76.08,18,10,11.05,18.3851,42.4509
274,Hirado,JP,1603627200,62.83,65,77,6.6,33.3597,129.5531
275,Guozhen,CN,1603627200,67.69,47,72,0.74,34.3659,107.359
276,Muzhi,RU,1603627200,21.58,97,100,9.08,65.3667,64.6667
277,Emerald,AU,1603627200,75.72,45,10,10.94,-23.5333,148.1667
278,Ferkessédougou,CI,1603627200,94.75,48,13,1.36,9.6,-5.2
279,Son La,VN,1603627200,68.72,72,55,2.84,21.3167,103.9
280,Frontera,MX,1603627200,64.04,74,0,1.01,26.9333,-101.45
281,Kabo,CF,1603627200,90.99,55,98,4.32,7.6994,18.629
282,Vallenar,CL,1603627200,64.09,64,0,2.91,-28.5708,-70.7581
283,Santo Antônio do Içá,BR,1603627200,78.22,88,100,2.59,-3.1022,-67.9397
284,Lālmohan,BD,1603627200,83.16,72,33,4.65,22.3384,90.7419
285,Itarema,BR,1603627200,85.24,65,94,15.84,-2.9248,-39.9167
286,Kawalu,ID,1603627200,75.58,89,100,1.81,-7.3817,108.2082
287,Sungai Penuh,ID,1603627200,68.81,92,100,2.17,-2.0833,101.3833
288,Marawi,PH,1603627200,73.53,92,100,7.92,7.9986,124.2928
289,Kushmurun,KZ,1603627200,51.39,82,100,11.27,52.4503,64.6311
290,Primero de Enero,CU,1603627200,75.33,96,100,1.9,21.9469,-78.4283
291,Kutum,SD,1603627200,85.3,19,12,7.63,14.2,24.6667
292,Namatanai,PG,1603627200,79.79,82,71,8.03,-3.6667,152.4333
293,Aras,ES,1603627200,61.63,53,59,4.94,42.5617,-2.356
294,Nanortalik,GL,1603627200,32.81,93,100,23.09,60.1432,-45.2371
295,Ayan,RU,1603627200,31.48,89,89,19.3,56.45,138.1667
296,Hambantota,LK,1603627200,87.71,63,68,19.69,6.1241,81.1185
297,Maracaçumé,BR,1603627200,86.36,78,86,5.08,-2.0428,-45.9592
298,Krasnogvardeyskiy,RU,1603627200,39.69,81,55,5.53,57.3793,62.3195
299,Pacific Grove,US,1603627200,57.99,92,94,6.06,36.6177,-121.9166
300,Nynäshamn,SE,1603627200,52.9,91,100,21.81,58.9034,17.9479
301,Talara,PE,1603627200,65.93,77,94,9.4,-4.5772,-81.2719
302,Praia da Vitória,PT,1603627200,65.53,64,40,12.1,38.7333,-27.0667
303,Palamós,ES,1603627200,67.87,51,32,12.46,41.8484,3.1291
304,Goderich,CA,1603627200,38.39,80,99,7.31,43.7501,-81.7165
305,Fasa,IR,1603627200,79.07,13,0,1.1,28.9383,53.6482
306,Ridgecrest,US,1603627200,51.8,66,0,4.56,35.6225,-117.6709
307,Vuktyl,RU,1603627200,26.94,98,100,7.61,63.8567,57.3094
308,Maumere,ID,1603627200,82.56,76,98,6.49,-8.6199,122.2111
309,Salalah,OM,1603627200,86.38,30,0,7.31,17.0151,54.0924
310,Corinth,GR,1603627200,75.13,46,89,8.46,37.9407,22.9573
311,Salto del Guairá,PY,1603627200,81.59,73,0,5.06,-24.0625,-54.3069
312,Westport,US,1603627200,44.64,69,49,9.37,41.1415,-73.3579
313,Puerto Escondido,MX,1603627200,77.25,73,63,5.3,15.85,-97.0667
314,Guiratinga,BR,1603627200,79.07,79,51,5.59,-16.3494,-53.7583
315,Kismayo,SO,1603627200,84.88,64,84,14.83,-0.3582,42.5454
316,Punta Cardon,VE,1603627200,82.71,78,98,21.05,11.6581,-70.215
317,Stromness,GB,1603627200,50.2,76,24,23.42,58.965,-3.296
318,Makakilo City,US,1603627200,75.94,86,1,2.66,21.3469,-158.0858
319,Starkville,US,1603627200,50.72,94,46,4.83,33.4504,-88.8184
320,Nagato,JP,1603627200,59.63,57,26,3.8,34.3833,131.2
321,Datong,CN,1603627200,59.2,46,22,5.66,40.0936,113.2914
322,Maceió,BR,1603627200,82.0,78,42,10.69,-9.6658,-35.7353
323,Kalmunai,LK,1603627200,85.28,68,100,12.39,7.4167,81.8167
324,Comodoro Rivadavia,AR,1603627200,54.34,51,10,29.84,-45.8667,-67.5
325,Philadelphia,US,1603627200,48.72,56,95,7.02,39.9523,-75.1638
326,São Domingos,BR,1603627200,72.36,84,100,1.9,-13.3983,-46.3183
327,Yambio,SS,1603627200,84.65,72,100,4.03,4.5721,28.3955
328,Fare,PF,1603627200,80.01,70,28,2.28,-16.7,-151.0167
329,Itapirapuã,BR,1603627200,76.73,81,100,5.73,-15.8233,-50.6133
330,Sola,VU,1603627200,80.01,83,42,17.22,-13.8833,167.55
331,Salisbury,GB,1603627200,54.0,79,94,16.33,51.0693,-1.7957
332,Cidreira,BR,1603627200,71.24,86,88,20.49,-30.1811,-50.2056
333,Colares,PT,1603627200,63.95,86,80,18.48,38.7992,-9.4469
334,Micheweni,TZ,1603627200,84.72,63,39,6.85,-4.9667,39.8333
335,Laguna,US,1603627200,50.9,90,3,1.86,38.421,-121.4238
336,Ambanja,MG,1603627200,90.1,49,10,8.55,-13.6833,48.45
337,Tripoli,LY,1603627200,74.95,61,70,9.13,32.8752,13.1875
338,Rawson,AR,1603627200,59.77,34,83,25.48,-43.3002,-65.1023
339,Aykhal,RU,1603627200,0.01,80,0,3.4,66.0,111.5
340,Lorengau,PG,1603627200,83.03,71,26,6.11,-2.0226,147.2712
341,Kudat,MY,1603627200,82.44,79,68,12.37,6.8837,116.8477
342,Collierville,US,1603627200,51.42,87,64,4.21,35.042,-89.6645
343,Khovd,MN,1603627200,32.88,68,9,2.59,48.0056,91.6419
344,Abhayāpuri,IN,1603627200,81.36,77,12,4.03,26.3333,90.6667
345,Wilmington,US,1603627200,70.0,92,95,2.1,34.2257,-77.9447
346,Santa Isabel,BR,1603627200,73.15,82,23,3.4,-23.3156,-46.2214
347,Belyy Yar,RU,1603627200,29.79,61,12,5.12,53.6039,91.3903
348,Chapais,CA,1603627200,19.38,95,61,5.5,49.7834,-74.8492
349,Taltal,CL,1603627200,60.73,68,90,1.88,-25.4,-70.4833
350,Sarh,TD,1603627200,95.2,48,40,3.04,9.1429,18.3923
351,Grand-Lahou,CI,1603627200,81.82,76,65,9.06,5.1367,-5.0242
352,Prince Rupert,CA,1603627200,36.88,71,94,5.59,54.3161,-130.3201
353,Vila Franca do Campo,PT,1603627200,65.98,68,33,7.76,37.7167,-25.4333
354,Nome,US,1603627200,36.68,92,95,6.82,64.5011,-165.4064
355,Gazojak,TM,1603627200,66.33,27,6,10.33,41.1875,61.4036
356,Brasília,BR,1603627200,71.55,79,81,11.99,-15.7797,-47.9297
357,Margate,GB,1603627200,55.78,76,66,22.82,51.3813,1.3862
